,Airport_From,Airport_To
5701,PORT HEDLAND,MACKAY
5702,PERTH,BRISBANE
5703,BRISBANE,SYDNEY
5704,MELBOURNE,THURSDAY ISLAND
5705,MELBOURNE,SYDNEY
5706,TAMWORTH,MELBOURNE
5707,HOBART,MELBOURNE
5708,THURSDAY ISLAND,ADELAIDE
5709,MELBOURNE,SYDNEY
5710,MELBOURNE,BRISBANE
5711,NEWCASTLE,THURSDAY ISLAND
5712,HOBART,MELBOURNE
5715,SYDNEY,CAIRNS
5716,MELBOURNE,SYDNEY
5717,PERTH,BRISBANE
5719,SYDNEY,CANBERRA
5720,SYDNEY,MELBOURNE
5721,ADELAIDE,KALGOORLIE
5722,MELBOURNE,BRISBANE
5723,GOLD COAST,CAIRNS
5724,SYDNEY,BRISBANE
5725,DARWIN,CAIRNS
5726,BRISBANE,SYDNEY
5727,MELBOURNE,SYDNEY
5728,GOLD COAST,PERTH
5729,PERTH,MELBOURNE
5730,SYDNEY,ADELAIDE
5731,SYDNEY,NEWMAN
5732,CANBERRA,ALBURY
5733,CAIRNS,GOLD COAST
5734,ADELAIDE,WAGGA WAGGA
5735,TAMWORTH,SYDNEY
5736,BRISBANE,MELBOURNE
5737,MELBOURNE,SYDNEY
5738,ADELAIDE,KALGOORLIE
5739,HAMILTON ISLAND,MELBOURNE
5740,BRISBANE,SYDNEY
5741,BRISBANE,PORT HEDLAND
5742,KALGOORLIE,BRISBANE
5743,CARNARVON,ALBURY
5744,HERVEY BAY,KARRATHA
5745,MELBOURNE,ADELAIDE
5747,PERTH,BRISBANE
5750,SYDNEY,ALICE SPRINGS
5751,PERTH,DARWIN
5752,ALICE SPRINGS,ADELAIDE
5753,BRISBANE,HOBART
5754,KING ISLAND,SYDNEY
5755,MELBOURNE,KING ISLAND
5756,DARWIN,SYDNEY
5757,SUNSHINE COAST,SYDNEY
5758,MELBOURNE,SYDNEY
5760,MELBOURNE,LAUNCESTON
5761,BRISBANE,SYDNEY
5763,ARMIDALE,SYDNEY
5764,GOLD COAST,SYDNEY
5765,MELBOURNE,PERTH
5766,SYDNEY,BRISBANE
5767,PERTH,MELBOURNE
5768,SYDNEY,PORT MACQUARIE
5769,PERTH,ALBANY
5771,CANBERRA,MELBOURNE
5772,CANBERRA,SYDNEY
5773,BRISBANE,MILDURA
5774,ADELAIDE,MELBOURNE
5775,LAUNCESTON,SYDNEY
5776,DEVONPORT,ADELAIDE
5777,SYDNEY,GOLD COAST
5779,SYDNEY,MELBOURNE
5780,SYDNEY,DARWIN
5781,CANBERRA,THURSDAY ISLAND
5782,CANBERRA,BRISBANE
5783,SYDNEY,BRISBANE
5784,DARWIN,MELBOURNE
5785,GLADSTONE,BRISBANE
5786,MELBOURNE,SYDNEY
5787,SYDNEY,PERTH
5788,KUNUNURRA,BROKEN HILL
5789,ADELAIDE,PORT HEDLAND
5790,MELBOURNE,TOWNSVILLE
5791,SYDNEY,MELBOURNE
5793,SYDNEY,LAUNCESTON
5794,BRISBANE,ADELAIDE
5795,CAIRNS,MELBOURNE
5796,GLADSTONE,SYDNEY
5797,WAGGA WAGGA,MELBOURNE
5798,ADELAIDE,BRISBANE
5799,CAIRNS,SYDNEY
5800,PERTH,SYDNEY
5801,ADELAIDE,SYDNEY
5802,MELBOURNE,PERTH
5803,SYDNEY,TOWNSVILLE
5804,BRISBANE,SYDNEY
5805,MELBOURNE,HOBART
5806,DUBBO,SYDNEY
5807,SYDNEY,PALM ISLAND
5808,WAGGA WAGGA,ALICE SPRINGS
5809,BATHURST ISLAND,SYDNEY
5810,DUBBO,BRISBANE
5812,CAIRNS,MOUNT ISA
5813,SYDNEY,TAMWORTH
5814,GRIFFITH,SYDNEY
5815,SYDNEY,ADELAIDE
5816,CAIRNS,BRISBANE
5817,BUNDABERG,BRISBANE
5818,MORNINGTON ISLAND,SYDNEY
5819,GOLD COAST,SYDNEY
5820,SYDNEY,DARWIN
5822,COFFS HARBOUR,CAIRNS
5824,KINGSCOTE,CAIRNS
5825,COFFS HARBOUR,ADELAIDE
5826,MELBOURNE,PERTH
5827,BRISBANE,MELBOURNE
5829,MILDURA,HOBART
5830,MELBOURNE,PROSERPINE
5831,BRISBANE,CAIRNS
5832,ADELAIDE,PERTH
5833,SYDNEY,EDWARD RIVER
5834,MACKAY,MELBOURNE
5835,ROCKHAMPTON,SYDNEY
5836,GOLD COAST,MELBOURNE
5837,LORD HOWE ISLAND,BRISBANE
5838,MELBOURNE,ADELAIDE
5839,BRISBANE,MELBOURNE
5840,HOBART,MACKAY
5841,SYDNEY,MOUNT ISA
5842,SYDNEY,MELBOURNE
5843,BRISBANE,ADELAIDE
5844,CAIRNS,ADELAIDE
5845,MELBOURNE,BRISBANE
5846,HOBART,TOWNSVILLE
5847,HOBART,BRISBANE
5848,ALBURY,BRISBANE
5849,GOLD COAST,WAGGA WAGGA
5850,BRISBANE,SYDNEY
5851,BRISBANE,HOBART
5852,BUNDABERG,SYDNEY
5853,BRISBANE,MELBOURNE
5854,NEWCASTLE,BURNIE
5855,MELBOURNE,PERTH
5856,BRISBANE,SYDNEY
5857,ADELAIDE,BRISBANE
5858,BROOME,BRISBANE
5860,GOLD COAST,DARWIN
5861,PERTH,SYDNEY
5862,SYDNEY,NEWMAN
5863,DUBBO,NEWCASTLE
5864,DARWIN,MELBOURNE
5865,MELBOURNE,BRISBANE
5866,PERTH,SYDNEY
5867,BRISBANE,PALM ISLAND
5868,SYDNEY,HOBART
5869,SYDNEY,MELBOURNE
5870,ADELAIDE,CANBERRA
5872,EDWARD RIVER,GLADSTONE
5873,PERTH,ADELAIDE
5874,CAIRNS,BATHURST ISLAND
5875,COFFS HARBOUR,CHARLEVILLE
5876,SYDNEY,CAIRNS
5877,CANBERRA,MELBOURNE
5878,ROCKHAMPTON,MELBOURNE
5879,BRISBANE,MELBOURNE
5880,BRISBANE,CANBERRA
5881,BUNDABERG,MELBOURNE
5882,CANBERRA,PORT MACQUARIE
5883,CANBERRA,PORT MACQUARIE
5884,DARWIN,BALLINA
5885,CAIRNS,BRISBANE
5886,ADELAIDE,MELBOURNE
5887,NEWCASTLE,MELBOURNE
5888,LEARMONTH,PORT LINCOLN
5889,SYDNEY,PORT MACQUARIE
5890,SYDNEY,LAUNCESTON
5891,BRISBANE,MELBOURNE
5892,BRISBANE,DARWIN
5893,MELBOURNE,GOLD COAST
5895,SYDNEY,KING ISLAND
5896,MELBOURNE,SYDNEY
5897,MELBOURNE,PALM ISLAND
5898,BRISBANE,MELBOURNE
5899,SYDNEY,BRISBANE
5901,BURNIE,MOUNT GAMBIER
5902,SYDNEY,CANBERRA
5903,CANBERRA,PERTH
5904,SYDNEY,BRISBANE
5905,SYDNEY,MELBOURNE
5906,NEWCASTLE,SUNSHINE COAST
5907,GOLD COAST,SYDNEY
5908,DARWIN,MELBOURNE
5909,ADELAIDE,MELBOURNE
5910,TOWNSVILLE,PORT LINCOLN
5911,MELBOURNE,BRISBANE
5912,PORT LINCOLN,MELBOURNE
5913,PERTH,SYDNEY
5914,MACKAY,PORT MACQUARIE
5915,TOWNSVILLE,SYDNEY
5916,HOBART,BRISBANE
5917,SYDNEY,BRISBANE
5918,PERTH,ADELAIDE
5919,PERTH,MELBOURNE
5920,MELBOURNE,GERALDTON
5921,SYDNEY,MELBOURNE
5923,SYDNEY,MELBOURNE
5924,BRISBANE,DARWIN
5925,SYDNEY,MELBOURNE
5926,BALLINA,SYDNEY
5927,WAGGA WAGGA,GROOTE EYLANDT
5928,CANBERRA,CAIRNS
5929,CAIRNS,ALICE SPRINGS
5931,HOBART,BRISBANE
5932,ROCKHAMPTON,SYDNEY
5933,MELBOURNE,SYDNEY
5934,PERTH,ESSENDON FIELDS
5935,ALBURY,ADELAIDE
5936,BURNIE,BRISBANE
5937,WEIPA,SYDNEY
5939,ADELAIDE,SYDNEY
5940,MELBOURNE,BRISBANE
5941,PERTH,SYDNEY
5942,MELBOURNE,GOLD COAST
5943,SYDNEY,BRISBANE
5944,MELBOURNE,SYDNEY
5945,SYDNEY,CAIRNS
5946,PERTH,BRISBANE
5947,BRISBANE,PERTH
5948,GOLD COAST,HOBART
5949,BRISBANE,ADELAIDE
5950,THURSDAY ISLAND,PERTH
5951,MACKAY,SYDNEY
5953,GOLD COAST,PORT HEDLAND
5954,BRISBANE,MILDURA
5955,SYDNEY,MELBOURNE
5956,KUNUNURRA,SYDNEY
5957,MELBOURNE,WAGGA WAGGA
5958,PERTH,SYDNEY
5959,CAIRNS,HOBART
5960,SYDNEY,MELBOURNE
5961,BRISBANE,SYDNEY
5962,CAIRNS,BRISBANE
5963,MELBOURNE,SYDNEY
5964,MELBOURNE,SYDNEY
5965,SYDNEY,ADELAIDE
5966,ALICE SPRINGS,SYDNEY
5967,PERTH,SYDNEY
5968,SYDNEY,HOBART
5969,PARKES,SYDNEY
5970,MILDURA,PORT HEDLAND
5971,MELBOURNE,DUBBO
5972,KALGOORLIE,MELBOURNE
5973,SYDNEY,MELBOURNE
5975,GOLD COAST,MILDURA
5976,TOWNSVILLE,GOLD COAST
5977,PERTH,BRISBANE
5978,DARWIN,DUBBO
5979,KUNUNURRA,WOLLONGONG
5980,SYDNEY,GOLD COAST
5981,CAIRNS,ADELAIDE
5982,SYDNEY,MELBOURNE
5984,COFFS HARBOUR,GOLD COAST
5985,MELBOURNE,SYDNEY
5986,MELBOURNE,SYDNEY
5987,WHYALLA,SYDNEY
5988,BRISBANE,MELBOURNE
5989,NEWCASTLE,SYDNEY
5990,SYDNEY,BRISBANE
5991,LAUNCESTON,CAIRNS
5992,HOBART,ARMIDALE
5993,SYDNEY,KARRATHA
5994,LAUNCESTON,MELBOURNE
5996,ADELAIDE,LAUNCESTON
5997,WAGGA WAGGA,MELBOURNE
5998,BRISBANE,PORT LINCOLN
5999,BRISBANE,SYDNEY
6000,BALLINA,PERTH
6001,CANBERRA,BRISBANE
6002,MELBOURNE,SYDNEY
6003,GOLD COAST,PERTH
6004,SYDNEY,BRISBANE
6005,LAUNCESTON,CAIRNS
6006,MELBOURNE,SYDNEY
6007,CANBERRA,TOWNSVILLE
6008,PERTH,MELBOURNE
6009,PERTH,SYDNEY
6011,MELBOURNE,SYDNEY
6012,PERTH,CANBERRA
6013,SYDNEY,WEIPA
6014,MELBOURNE,ALBURY
6015,CAIRNS,SUNSHINE COAST
6016,AURUKUN,GOLD COAST
6017,PERTH,ADELAIDE
6018,PORT LINCOLN,ALICE SPRINGS
6019,PERTH,GOLD COAST
6020,WOLLONGONG,BRISBANE
6021,LAUNCESTON,MELBOURNE
6022,BRISBANE,ADELAIDE
6023,BRISBANE,CANBERRA
6024,KARRATHA,BATHURST ISLAND
6026,MELBOURNE,SYDNEY
6027,BRISBANE,SYDNEY
6028,BRISBANE,GROOTE EYLANDT
6029,CAIRNS,LAUNCESTON
6030,MELBOURNE,SYDNEY
6031,CANBERRA,SYDNEY
6033,SYDNEY,ADELAIDE
6034,ALBURY,LONGREACH
6035,SYDNEY,GOLD COAST
6037,SYDNEY,ADELAIDE
6038,SYDNEY,BRISBANE
6039,BRISBANE,MELBOURNE
6040,BRISBANE,BROOME
6041,HOBART,SYDNEY
6042,MELBOURNE,MOUNT ISA
6044,PERTH,MELBOURNE
6045,SYDNEY,MELBOURNE
6046,SYDNEY,ALICE SPRINGS
6047,MELBOURNE,ADELAIDE
6048,ROMA,BRISBANE
6049,SYDNEY,MELBOURNE
6050,SYDNEY,TOWNSVILLE
6051,KINGSCOTE,MELBOURNE
6052,TOOWOOMBA WELLCAMP,CANBERRA
6053,MILDURA,DARWIN
6054,SYDNEY,BRISBANE
6055,MELBOURNE,BRISBANE
6056,SYDNEY,CANBERRA
6057,CANBERRA,SYDNEY
6058,MELBOURNE,SYDNEY
6059,MELBOURNE,BRISBANE
6060,SYDNEY,ADELAIDE
6061,BRISBANE,SYDNEY
6062,MELBOURNE,SUNSHINE COAST
6063,MOUNT GAMBIER,MELBOURNE
6064,CAIRNS,CLONCURRY
6065,CAIRNS,PERTH
6066,BRISBANE,MELBOURNE
6067,TOWNSVILLE,MELBOURNE
6068,BRISBANE,GOLD COAST
6069,SYDNEY,TOWNSVILLE
6070,CAIRNS,MOUNT ISA
6071,MELBOURNE,KINGSCOTE
6072,COFFS HARBOUR,SYDNEY
6073,BRISBANE,WHYALLA
6074,SYDNEY,BRISBANE
6075,ORANGE,GOLD COAST
6076,COFFS HARBOUR,PERTH
6077,COOKTOWN,GOLD COAST
6079,PERTH,BRISBANE
6081,SYDNEY,BRISBANE
6082,SYDNEY,MELBOURNE
6083,SYDNEY,ADELAIDE
6084,BRISBANE,ORANGE
6085,SYDNEY,PERTH
6086,CANBERRA,WHYALLA
6087,BROOME,CANBERRA
6088,CAIRNS,OLYMPIC DAM
6089,MOUNT GAMBIER,ADELAIDE
6090,NEWCASTLE,BRISBANE
6091,BRISBANE,ADELAIDE
6092,MELBOURNE,CANBERRA
6093,PROSERPINE,MELBOURNE
6094,SUNSHINE COAST,BRISBANE
6095,PARABURDOO,SYDNEY
6096,MELBOURNE,CANBERRA
6097,LAUNCESTON,BRISBANE
6098,SYDNEY,BRISBANE
6099,NEWCASTLE,LONGREACH
6100,WHYALLA,BRISBANE
6101,SYDNEY,MELBOURNE
6102,DARWIN,BRISBANE
6103,NEWCASTLE,GRIFFITH
6104,CARNARVON,HOBART
6106,SYDNEY,MELBOURNE
6107,SYDNEY,BRISBANE
6108,BRISBANE,MELBOURNE
6110,ADELAIDE,PERTH
6111,MELBOURNE,BRISBANE
6112,PERTH,TOWNSVILLE
6113,LAUNCESTON,BALLINA
6114,LAUNCESTON,MELBOURNE
6115,BRISBANE,SYDNEY
6116,BRISBANE,MELBOURNE
6117,SYDNEY,HAMILTON ISLAND
6118,PORT HEDLAND,ADELAIDE
6119,GOLD COAST,MOUNT ISA
6120,ALICE SPRINGS,SYDNEY
6121,PERTH,ALBURY
6122,ADELAIDE,SYDNEY
6123,BROOME,BRISBANE
6124,MELBOURNE,ADELAIDE
6125,HERVEY BAY,BRISBANE
6126,SYDNEY,ADELAIDE
6127,ROMA,BRISBANE
6128,MELBOURNE,SYDNEY
6131,BROKEN HILL,BUNDABERG
6132,BATHURST ISLAND,SYDNEY
6133,SYDNEY,CEDUNA
6134,ESSENDON FIELDS,SYDNEY
6135,GOLD COAST,LAUNCESTON
6136,ROCKHAMPTON,MELBOURNE
6137,BAMAGA,GOLD COAST
6138,ADELAIDE,GOVE
6139,CANBERRA,PERTH
6140,WAGGA WAGGA,PERTH
6141,SYDNEY,BRISBANE
6142,ADELAIDE,OLYMPIC DAM
6143,BRISBANE,MORANBAH
6144,SYDNEY,BRISBANE
6146,MOUNT GAMBIER,ADELAIDE
6147,BRISBANE,HOBART
6148,GLADSTONE,BRISBANE
6150,ALBURY,BRISBANE
6151,MELBOURNE,TOWNSVILLE
6152,PORT HEDLAND,MELBOURNE
6153,ARMIDALE,HOBART
6154,MELBOURNE,LAUNCESTON
6156,SYDNEY,MELBOURNE
6157,PERTH,MACKAY
6158,MELBOURNE,ADELAIDE
6159,PERTH,CAIRNS
6160,SYDNEY,MELBOURNE
6161,HOBART,BRISBANE
6162,GOLD COAST,MELBOURNE
6163,TOWNSVILLE,HOBART
6164,DARWIN,LONGREACH
6165,ADELAIDE,CANBERRA
6166,BRISBANE,ADELAIDE
6167,MELBOURNE,KARRATHA
6168,SYDNEY,PERTH
6169,CANBERRA,ADELAIDE
6170,SYDNEY,MELBOURNE
6171,ALBURY,SYDNEY
6172,GRIFFITH,BRISBANE
6173,SYDNEY,BRISBANE
6174,MELBOURNE,SYDNEY
6175,KINGSCOTE,SYDNEY
6176,PERTH,BRISBANE
6177,PARABURDOO,DEVONPORT
6178,CANBERRA,SYDNEY
6179,BRISBANE,ARMIDALE
6180,BRISBANE,EDWARD RIVER
6181,SYDNEY,BRISBANE
6182,PROSERPINE,MELBOURNE
6183,CHRISTMAS ISLAND,DARWIN
6184,SYDNEY,BUNDABERG
6185,CAIRNS,PERTH
6186,ROMA,SYDNEY
6187,ROCKHAMPTON,GOLD COAST
6188,BRISBANE,GOLD COAST
6190,COOKTOWN,MELBOURNE
6191,MELBOURNE,SYDNEY
6192,SYDNEY,BRISBANE
6193,SYDNEY,BRISBANE
6195,SYDNEY,MCARTHUR RIVER
6196,DEVONPORT,BRISBANE
6197,LAUNCESTON,PERTH
6199,ADELAIDE,BRISBANE
6200,GOLD COAST,ADELAIDE
6201,ADELAIDE,BURNIE
6202,DARWIN,PALM ISLAND
6203,SYDNEY,CANBERRA
6204,BRISBANE,MELBOURNE
6205,DUBBO,SYDNEY
6206,SUNSHINE COAST,ADELAIDE
6207,CANBERRA,BALLINA
6208,MELBOURNE,BRISBANE
6209,DUBBO,ADELAIDE
6210,MELBOURNE,BRISBANE
6211,PERTH,SYDNEY
6212,MELBOURNE,CAIRNS
6213,DARWIN,PERTH
6214,BRISBANE,GRIFFITH
6215,BRISBANE,SYDNEY
6216,KING ISLAND,MELBOURNE
6217,BALLINA,SYDNEY
6218,BRISBANE,ARMIDALE
6219,SYDNEY,MELBOURNE
6220,LAUNCESTON,MELBOURNE
6221,PERTH,MELBOURNE
6222,MELBOURNE,SYDNEY
6224,SYDNEY,TOWNSVILLE
6225,DARWIN,BRISBANE
6227,SYDNEY,BRISBANE
6228,BRISBANE,GOLD COAST
6229,SYDNEY,BRISBANE
6230,OLYMPIC DAM,TOWNSVILLE
6231,KARRATHA,GOVE
6232,MELBOURNE,SYDNEY
6233,DARWIN,BRISBANE
6234,DARWIN,BRISBANE
6235,BRISBANE,PERTH
6236,MELBOURNE,CAIRNS
6237,BRISBANE,SYDNEY
6238,BRISBANE,ADELAIDE
6239,MELBOURNE,TOWNSVILLE
6240,BRISBANE,KARRATHA
6241,MELBOURNE,BRISBANE
6242,ALICE SPRINGS,SYDNEY
6243,BRISBANE,MELBOURNE
6244,ESSENDON FIELDS,GOLD COAST
6245,CAIRNS,WHYALLA
6246,BRISBANE,MELBOURNE
6247,KARRATHA,MELBOURNE
6248,PERTH,MELBOURNE
6249,CLONCURRY,ALICE SPRINGS
6250,DUBBO,ADELAIDE
6251,PERTH,BRISBANE
6252,PERTH,CAIRNS
6253,ADELAIDE,PERTH
6254,MELBOURNE,SYDNEY
6255,MELBOURNE,SYDNEY
6256,MELBOURNE,SYDNEY
6257,ESSENDON FIELDS,MELBOURNE
6258,SYDNEY,ADELAIDE
6259,ADELAIDE,SYDNEY
6260,SYDNEY,MELBOURNE
6261,MOUNT ISA,MELBOURNE
6262,BRISBANE,TOOWOOMBA WELLCAMP
6263,MELBOURNE,HOBART
6264,SYDNEY,MELBOURNE
6265,TOWNSVILLE,MELBOURNE
6266,PARABURDOO,SYDNEY
6268,ADELAIDE,BRISBANE
6269,GOLD COAST,MELBOURNE
6270,MOUNT ISA,CANBERRA
6271,SYDNEY,DUBBO
6273,MELBOURNE,ADELAIDE
6274,SYDNEY,MELBOURNE
6275,SYDNEY,PERTH
6276,LEARMONTH,MACKAY
6277,MELBOURNE,BRISBANE
6278,TOWNSVILLE,ADELAIDE
6279,SYDNEY,CAIRNS
6280,SYDNEY,BRISBANE
6281,KING ISLAND,BRISBANE
6282,TOWNSVILLE,GLADSTONE
6283,ADELAIDE,DARWIN
6284,CANBERRA,MELBOURNE
6285,GOVE,NEWCASTLE
6286,SYDNEY,BROOME
6287,PERTH,BATHURST ISLAND
6288,TOOWOOMBA WELLCAMP,MELBOURNE
6289,COOKTOWN,BRISBANE
6290,SYDNEY,MOUNT ISA
6291,PERTH,BRISBANE
6293,MELBOURNE,BRISBANE
6295,KARRATHA,SYDNEY
6296,CANBERRA,BRISBANE
6297,ADELAIDE,GOLD COAST
6299,WAGGA WAGGA,ALBURY
6300,HOBART,BRISBANE
6301,MELBOURNE,PERTH
6302,BRISBANE,PERTH
6303,CANBERRA,BRISBANE
6304,LAUNCESTON,CAIRNS
6305,BRISBANE,SYDNEY
6306,THURSDAY ISLAND,SYDNEY
6307,BRISBANE,SYDNEY
6310,PORT HEDLAND,HOBART
6311,PERTH,SYDNEY
6313,SYDNEY,BRISBANE
6315,GROOTE EYLANDT,TOWNSVILLE
6316,MELBOURNE,CANBERRA
6318,DARWIN,SYDNEY
6319,MELBOURNE,EMERALD
6320,MELBOURNE,PERTH
6321,BROOME,SYDNEY
6322,PORT HEDLAND,SYDNEY
6323,PERTH,MELBOURNE
6324,CANBERRA,PORT LINCOLN
6325,MANINGRIDA,CANBERRA
6326,MELBOURNE,CANBERRA
6327,GOLD COAST,PERTH
6328,CANBERRA,SYDNEY
6329,CANBERRA,BRISBANE
6330,GLADSTONE,CANBERRA
6331,HOBART,SYDNEY
6332,BRISBANE,MELBOURNE
6333,GOLD COAST,ADELAIDE
6334,MELBOURNE,SYDNEY
6336,MELBOURNE,GOLD COAST
6337,MELBOURNE,LAUNCESTON
6338,ADELAIDE,BRISBANE
6339,CAIRNS,ADELAIDE
6340,BROOME,SYDNEY
6342,ARMIDALE,SYDNEY
6344,SYDNEY,MELBOURNE
6345,ADELAIDE,SYDNEY
6346,SYDNEY,WEIPA
6347,MELBOURNE,BURNIE
6348,ADELAIDE,NEWCASTLE
6349,ADELAIDE,WHYALLA
6350,BRISBANE,LAUNCESTON
6351,ADELAIDE,SYDNEY
6352,MELBOURNE,BRISBANE
6353,PERTH,ROMA
6354,ALICE SPRINGS,BRISBANE
6355,SYDNEY,PERTH
6356,MELBOURNE,ADELAIDE
6357,SYDNEY,TOWNSVILLE
6358,SYDNEY,PERTH
6359,SYDNEY,PERTH
6360,MELBOURNE,BROOME
6361,ALBURY,BRISBANE
6362,PERTH,SYDNEY
6363,SYDNEY,NEWMAN
6364,BRISBANE,GOLD COAST
6365,ADELAIDE,GRIFFITH
6366,DARWIN,BRISBANE
6367,CAIRNS,MELBOURNE
6368,SUNSHINE COAST,MELBOURNE
6369,LONGREACH,MILDURA
6370,NEWMAN,SYDNEY
6371,MELBOURNE,ROCKHAMPTON
6372,BRISBANE,SYDNEY
6373,EMERALD,CANBERRA
6374,ESSENDON FIELDS,ADELAIDE
6375,FLINDERS ISLAND,CANBERRA
6376,BRISBANE,CANBERRA
6377,ADELAIDE,SYDNEY
6378,MELBOURNE,KOWANYAMA
6379,ALICE SPRINGS,SYDNEY
6380,ADELAIDE,LAUNCESTON
6381,PERTH,CANBERRA
6382,DEVONPORT,SYDNEY
6383,SYDNEY,HOBART
6384,MELBOURNE,PERTH
6387,MELBOURNE,BRISBANE
6388,ADELAIDE,BRISBANE
6389,MELBOURNE,CANBERRA
6390,BRISBANE,MOUNT ISA
6391,SYDNEY,BALLINA
6393,SUNSHINE COAST,MELBOURNE
6394,GERALDTON,SYDNEY
6395,OLYMPIC DAM,BRISBANE
6396,MELBOURNE,SYDNEY
6397,SYDNEY,PERTH
6398,BROKEN HILL,PERTH
6399,MELBOURNE,BRISBANE
6400,COFFS HARBOUR,SYDNEY
6401,SYDNEY,BRISBANE
6402,DARWIN,SYDNEY
6403,WAGGA WAGGA,COFFS HARBOUR
6404,SYDNEY,ADELAIDE
6405,PALM ISLAND,KINGSCOTE
6406,MELBOURNE,SUNSHINE COAST
6407,ADELAIDE,SYDNEY
6408,MACKAY,COFFS HARBOUR
6409,SYDNEY,BRISBANE
6410,MELBOURNE,SYDNEY
6411,GOLD COAST,COFFS HARBOUR
6412,BRISBANE,ADELAIDE
6414,MACKAY,GOLD COAST
6415,SYDNEY,MELBOURNE
6416,ADELAIDE,SYDNEY
6417,MELBOURNE,BRISBANE
6418,SYDNEY,DARWIN
6419,SYDNEY,BRISBANE
6420,PERTH,SYDNEY
6422,SYDNEY,MELBOURNE
6423,MELBOURNE,ESSENDON FIELDS
6424,CANBERRA,MELBOURNE
6425,MELBOURNE,ADELAIDE
6426,TOWNSVILLE,SYDNEY
6427,PERTH,MELBOURNE
6428,MELBOURNE,BRISBANE
6429,SYDNEY,HOBART
6430,SYDNEY,MELBOURNE
6432,MELBOURNE,KARRATHA
6433,OLYMPIC DAM,MELBOURNE
6434,SYDNEY,BRISBANE
6435,MELBOURNE,CAIRNS
6436,MELBOURNE,GOLD COAST
6437,SYDNEY,PERTH
6438,SYDNEY,MELBOURNE
6439,BRISBANE,WHYALLA
6440,TAMWORTH,BRISBANE
6441,ADELAIDE,PERTH
6442,MELBOURNE,ADELAIDE
6443,PERTH,SYDNEY
6444,SYDNEY,MELBOURNE
6445,SYDNEY,ALBURY
6446,ADELAIDE,PERTH
6447,MOUNT ISA,ADELAIDE
6448,MELBOURNE,SYDNEY
6449,SYDNEY,BRISBANE
6450,MELBOURNE,ADELAIDE
6451,ROCKHAMPTON,CAIRNS
6452,CAIRNS,TOOWOOMBA WELLCAMP
6453,TOWNSVILLE,BATHURST ISLAND
6454,SYDNEY,MELBOURNE
6455,PORT MACQUARIE,MELBOURNE
6456,MELBOURNE,BRISBANE
6457,SYDNEY,ADELAIDE
6458,GOLD COAST,PERTH
6459,ADELAIDE,MOUNT ISA
6460,ADELAIDE,PALM ISLAND
6461,ADELAIDE,SYDNEY
6463,MELBOURNE,BRISBANE
6464,MACKAY,KINGSCOTE
6465,NEWCASTLE,CANBERRA
6466,CARNARVON,SYDNEY
6467,SYDNEY,MELBOURNE
6468,SYDNEY,DUBBO
6470,ADELAIDE,BRISBANE
6471,PERTH,GRIFFITH
6472,KINGSCOTE,ESSENDON FIELDS
6473,GOLD COAST,GROOTE EYLANDT
6474,PALM ISLAND,BRISBANE
6476,GLADSTONE,SYDNEY
6477,CANBERRA,MELBOURNE
6478,TOWNSVILLE,HOBART
6479,BRISBANE,SYDNEY
6480,MELBOURNE,CAIRNS
6481,NEWCASTLE,ADELAIDE
6482,EMERALD,BRISBANE
6483,PERTH,HOBART
6484,SYDNEY,ADELAIDE
6485,SYDNEY,BRISBANE
6486,ALICE SPRINGS,CAIRNS
6487,BRISBANE,BATHURST ISLAND
6488,KALGOORLIE,SYDNEY
6489,ADELAIDE,BRISBANE
6490,BRISBANE,DARWIN
6491,CAIRNS,BRISBANE
6492,CAIRNS,BRISBANE
6493,BRISBANE,MOUNT ISA
6494,BRISBANE,CAIRNS
6495,ORANGE,BRISBANE
6496,BRISBANE,CANBERRA
6497,BRISBANE,PERTH
6499,ALBURY,SYDNEY
6500,PERTH,SYDNEY
6501,ADELAIDE,ROCKHAMPTON
6502,SYDNEY,GOLD COAST
6503,SYDNEY,LAUNCESTON
6504,NEWCASTLE,SYDNEY
6505,BRISBANE,SYDNEY
6506,BRISBANE,MELBOURNE
6507,SYDNEY,MELBOURNE
6508,GOVE,SYDNEY
6509,PERTH,MELBOURNE
6510,MOUNT ISA,BAMAGA
6511,WHYALLA,BRISBANE
6512,BAMAGA,SYDNEY
6514,MACKAY,HOBART
6515,MELBOURNE,PERTH
6516,PERTH,CAIRNS
6517,MELBOURNE,PERTH
6518,ROMA,WAGGA WAGGA
6519,LAUNCESTON,BRISBANE
6520,BRISBANE,MELBOURNE
6521,CANBERRA,KING ISLAND
6523,CANBERRA,BRISBANE
6524,DARWIN,CAIRNS
6525,SYDNEY,DEVONPORT
6526,MELBOURNE,MOUNT ISA
6527,SYDNEY,CANBERRA
6528,MELBOURNE,HERVEY BAY
6529,BUNDABERG,GOLD COAST
6530,SYDNEY,MELBOURNE
6531,MOREE,PORT HEDLAND
6532,PORT LINCOLN,MELBOURNE
6533,SYDNEY,GOLD COAST
6534,SYDNEY,ADELAIDE
6535,BRISBANE,SUNSHINE COAST
6536,MELBOURNE,SYDNEY
6537,TOWNSVILLE,ADELAIDE
6538,ADELAIDE,CAIRNS
6539,SYDNEY,BRISBANE
6540,MELBOURNE,AYERS ROCK
6541,MELBOURNE,SYDNEY
6542,KALGOORLIE,BRISBANE
6543,MACKAY,BRISBANE
6544,TAMWORTH,SYDNEY
