,obj_from,obj_to,trip_start,location_from,location_to,distance_kms,trip_end,trip_obj,trip_code
484,<scheduling.Location.Location object at 0x000001CE24685280>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-05 09:30:00,NEWCASTLE,SYDNEY,87.11143956773766,2019-07-05 09:45:00,<scheduling.Trip.Trip object at 0x000001CE2476CA60>,NEW|SYD
485,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-07-05 18:00:00,BRISBANE,ADELAIDE,1609.6533659656043,2019-07-05 20:30:00,<scheduling.Trip.Trip object at 0x000001CE2476CAF0>,BRI|ADE
486,<scheduling.Location.Location object at 0x000001CE22010280>,<scheduling.Location.Location object at 0x000001CE24685E80>,2019-07-06 07:00:00,CAIRNS,ORANGE,1858.529359630682,2019-07-06 09:45:00,<scheduling.Trip.Trip object at 0x000001CE2476CB80>,CAI|ORA
487,<scheduling.Location.Location object at 0x000001CE22010280>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-06 10:30:00,CAIRNS,SYDNEY,1932.4145228237176,2019-07-06 13:30:00,<scheduling.Trip.Trip object at 0x000001CE2476CE50>,CAI|SYD
488,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-07 04:30:00,PERTH,BRISBANE,3612.8939527904654,2019-07-07 10:00:00,<scheduling.Trip.Trip object at 0x000001CE2476CFD0>,PER|BRI
489,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE24685280>,2019-07-07 10:00:00,SYDNEY,NEWCASTLE,87.11143956773766,2019-07-07 10:15:00,<scheduling.Trip.Trip object at 0x000001CE2476CEE0>,SYD|NEW
490,<scheduling.Location.Location object at 0x000001CE246850A0>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-07-07 17:30:00,GOLD_COAST,ADELAIDE,1610.6598718103191,2019-07-07 20:00:00,<scheduling.Trip.Trip object at 0x000001CE24766160>,GOL|ADE
491,<scheduling.Location.Location object at 0x000001CE24685F40>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-08 07:00:00,BUNDABERG,MELBOURNE,1594.253026300703,2019-07-08 09:30:00,<scheduling.Trip.Trip object at 0x000001CE24766130>,BUN|MEL
492,<scheduling.Location.Location object at 0x000001CE24685100>,<scheduling.Location.Location object at 0x000001CE246851C0>,2019-07-08 08:30:00,TOWNSVILLE,HOBART,2615.8320724388805,2019-07-08 12:30:00,<scheduling.Trip.Trip object at 0x000001CE24766040>,TOW|HOB
493,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-08 12:30:00,BRISBANE,SYDNEY,699.725356900864,2019-07-08 13:30:00,<scheduling.Trip.Trip object at 0x000001CE247660D0>,BRI|SYD
494,<scheduling.Location.Location object at 0x000001CE24685700>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-08 13:00:00,COFFS_HARBOUR,SYDNEY,399.8740212534914,2019-07-08 13:30:00,<scheduling.Trip.Trip object at 0x000001CE247660A0>,COF|SYD
495,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-09 08:00:00,MELBOURNE,SYDNEY,742.9951738623648,2019-07-09 09:15:00,<scheduling.Trip.Trip object at 0x000001CE24766100>,MEL|SYD
496,<scheduling.Location.Location object at 0x000001CE24685340>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-09 14:30:00,ROCKHAMPTON,BRISBANE,429.4187947553256,2019-07-09 15:15:00,<scheduling.Trip.Trip object at 0x000001CE24766070>,ROC|BRI
497,<scheduling.Location.Location object at 0x000001CE24685E20>,<scheduling.Location.Location object at 0x000001CE24685280>,2019-07-09 20:00:00,KALGOORLIE,NEWCASTLE,2864.657814635768,2019-07-10 00:30:00,<scheduling.Trip.Trip object at 0x000001CE247661F0>,KAL|NEW
498,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE24685DC0>,2019-07-10 08:30:00,PERTH,BURNIE,2854.171134028307,2019-07-10 13:00:00,<scheduling.Trip.Trip object at 0x000001CE24766340>,PER|BUR
499,<scheduling.Location.Location object at 0x000001CE246855E0>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-07-10 10:00:00,MILDURA,PERTH,2453.6380661896455,2019-07-10 13:45:00,<scheduling.Trip.Trip object at 0x000001CE247663D0>,MIL|PER
500,<scheduling.Location.Location object at 0x000001CE24685280>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-10 20:30:00,NEWCASTLE,BRISBANE,614.7144597494563,2019-07-10 21:30:00,<scheduling.Trip.Trip object at 0x000001CE247663A0>,NEW|BRI
501,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-11 10:30:00,BRISBANE,MELBOURNE,1376.6543043929948,2019-07-11 12:30:00,<scheduling.Trip.Trip object at 0x000001CE24766430>,BRI|MEL
502,<scheduling.Location.Location object at 0x000001CE24685880>,<scheduling.Location.Location object at 0x000001CE24685D00>,2019-07-11 14:00:00,ARMIDALE,WHYALLA,1363.6278531125465,2019-07-11 16:00:00,<scheduling.Trip.Trip object at 0x000001CE247664C0>,ARM|WHY
503,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE246850A0>,2019-07-11 14:30:00,BRISBANE,GOLD_COAST,69.80720301457482,2019-07-11 14:30:00,<scheduling.Trip.Trip object at 0x000001CE24766550>,BRI|GOL
504,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-11 21:30:00,MELBOURNE,SYDNEY,742.9951738623648,2019-07-11 22:45:00,<scheduling.Trip.Trip object at 0x000001CE247665E0>,MEL|SYD
505,<scheduling.Location.Location object at 0x000001CE24685040>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-07-12 05:00:00,CANBERRA,PERTH,3086.521011436385,2019-07-12 09:45:00,<scheduling.Trip.Trip object at 0x000001CE24766670>,CAN|PER
506,<scheduling.Location.Location object at 0x000001CE246850A0>,<scheduling.Location.Location object at 0x000001CE24685040>,2019-07-13 05:00:00,GOLD_COAST,CANBERRA,948.0483027348101,2019-07-13 06:30:00,<scheduling.Trip.Trip object at 0x000001CE247667C0>,GOL|CAN
507,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-13 12:00:00,ADELAIDE,BRISBANE,1609.6533659656043,2019-07-13 14:30:00,<scheduling.Trip.Trip object at 0x000001CE24766850>,ADE|BRI
508,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-13 21:30:00,SYDNEY,BRISBANE,699.725356900864,2019-07-13 22:30:00,<scheduling.Trip.Trip object at 0x000001CE247668E0>,SYD|BRI
509,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-13 23:30:00,ADELAIDE,SYDNEY,1186.8780338759996,2019-07-14 01:15:00,<scheduling.Trip.Trip object at 0x000001CE24766970>,ADE|SYD
510,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-07-14 14:30:00,ADELAIDE,PERTH,2128.16939135955,2019-07-14 17:45:00,<scheduling.Trip.Trip object at 0x000001CE24766940>,ADE|PER
511,<scheduling.Location.Location object at 0x000001CE22010280>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-14 15:00:00,CAIRNS,MELBOURNE,2323.889342902348,2019-07-14 18:30:00,<scheduling.Trip.Trip object at 0x000001CE247669D0>,CAI|MEL
512,<scheduling.Location.Location object at 0x000001CE24685040>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-07-15 05:00:00,CANBERRA,ADELAIDE,961.2715503994208,2019-07-15 06:30:00,<scheduling.Trip.Trip object at 0x000001CE24766A60>,CAN|ADE
513,<scheduling.Location.Location object at 0x000001CE24685B20>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-07-15 05:30:00,PORT_HEDLAND,ADELAIDE,2533.1128137989344,2019-07-15 09:30:00,<scheduling.Trip.Trip object at 0x000001CE24766AF0>,POR|ADE
514,<scheduling.Location.Location object at 0x000001CE24685D60>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-07-15 09:00:00,AYERS_ROCK,ADELAIDE,1303.1670158489828,2019-07-15 11:00:00,<scheduling.Trip.Trip object at 0x000001CE24766C40>,AYE|ADE
515,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE24685580>,2019-07-15 22:30:00,SYDNEY,ALICE_SPRINGS,2013.6478336579098,2019-07-16 01:30:00,<scheduling.Trip.Trip object at 0x000001CE24766F10>,SYD|ALI
516,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-16 13:30:00,BRISBANE,MELBOURNE,1376.6543043929948,2019-07-16 15:30:00,<scheduling.Trip.Trip object at 0x000001CE24766FD0>,BRI|MEL
517,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE22010280>,2019-07-16 16:30:00,ADELAIDE,CAIRNS,2125.9257052725593,2019-07-16 19:45:00,<scheduling.Trip.Trip object at 0x000001CE24766DC0>,ADE|CAI
518,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-07-16 23:30:00,SYDNEY,ADELAIDE,1186.8780338759996,2019-07-17 01:15:00,<scheduling.Trip.Trip object at 0x000001CE247671C0>,SYD|ADE
519,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-07-17 08:30:00,MELBOURNE,PERTH,2727.6686418350764,2019-07-17 12:45:00,<scheduling.Trip.Trip object at 0x000001CE24767160>,MEL|PER
520,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-07-17 11:00:00,MELBOURNE,ADELAIDE,661.9051156831922,2019-07-17 12:00:00,<scheduling.Trip.Trip object at 0x000001CE247670A0>,MEL|ADE
521,<scheduling.Location.Location object at 0x000001CE24685EE0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-18 00:30:00,MOUNT_GAMBIER,MELBOURNE,369.72685859277163,2019-07-18 01:00:00,<scheduling.Trip.Trip object at 0x000001CE24767190>,MOU|MEL
522,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-18 07:00:00,PERTH,MELBOURNE,2727.6686418350764,2019-07-18 11:15:00,<scheduling.Trip.Trip object at 0x000001CE247670D0>,PER|MEL
523,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE246859A0>,2019-07-18 12:30:00,SYDNEY,GLADSTONE,1079.2237816731465,2019-07-18 14:15:00,<scheduling.Trip.Trip object at 0x000001CE24767130>,SYD|GLA
524,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24685040>,2019-07-19 19:00:00,MELBOURNE,CANBERRA,437.4806470107659,2019-07-19 19:45:00,<scheduling.Trip.Trip object at 0x000001CE24767040>,MEL|CAN
525,<scheduling.Location.Location object at 0x000001CE24683160>,<scheduling.Location.Location object at 0x000001CE24683040>,2019-07-19 22:00:00,PROSERPINE,MERIMBULA,1823.9086606961296,2019-07-20 00:45:00,<scheduling.Trip.Trip object at 0x000001CE247671F0>,PRO|MER
526,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-19 22:30:00,SYDNEY,MELBOURNE,742.9951738623648,2019-07-19 23:45:00,<scheduling.Trip.Trip object at 0x000001CE24767340>,SYD|MEL
527,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246850A0>,2019-07-20 03:30:00,MELBOURNE,GOLD_COAST,1349.0376384970623,2019-07-20 05:30:00,<scheduling.Trip.Trip object at 0x000001CE24767310>,MEL|GOL
528,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-20 04:30:00,PERTH,SYDNEY,3310.5695347659,2019-07-20 09:30:00,<scheduling.Trip.Trip object at 0x000001CE247673A0>,PER|SYD
529,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24685160>,2019-07-20 09:00:00,MELBOURNE,DARWIN,3146.9159467933337,2019-07-20 13:45:00,<scheduling.Trip.Trip object at 0x000001CE24767430>,MEL|DAR
530,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-20 12:30:00,MELBOURNE,SYDNEY,742.9951738623648,2019-07-20 13:45:00,<scheduling.Trip.Trip object at 0x000001CE247674C0>,MEL|SYD
531,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE246852E0>,2019-07-20 22:30:00,ADELAIDE,MACKAY,1848.075229629681,2019-07-21 01:15:00,<scheduling.Trip.Trip object at 0x000001CE24767550>,ADE|MAC
532,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-20 23:30:00,MELBOURNE,SYDNEY,742.9951738623648,2019-07-21 00:45:00,<scheduling.Trip.Trip object at 0x000001CE247675E0>,MEL|SYD
533,<scheduling.Location.Location object at 0x000001CE246850A0>,<scheduling.Location.Location object at 0x000001CE24683B80>,2019-07-22 06:30:00,GOLD_COAST,GROOTE_EYLANDT,2342.8302074298276,2019-07-22 10:00:00,<scheduling.Trip.Trip object at 0x000001CE24767730>,GOL|GRO
534,<scheduling.Location.Location object at 0x000001CE24685B20>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-22 08:30:00,PORT_HEDLAND,SYDNEY,3540.361485197049,2019-07-22 14:00:00,<scheduling.Trip.Trip object at 0x000001CE247677C0>,POR|SYD
535,<scheduling.Location.Location object at 0x000001CE24685040>,<scheduling.Location.Location object at 0x000001CE24683E20>,2019-07-22 13:00:00,CANBERRA,MCARTHUR_RIVER_MINE,2489.622659600085,2019-07-22 16:45:00,<scheduling.Trip.Trip object at 0x000001CE24767790>,CAN|MCA
536,<scheduling.Location.Location object at 0x000001CE24685C40>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-22 18:00:00,BALLINA,MELBOURNE,1278.1350670520874,2019-07-22 20:00:00,<scheduling.Trip.Trip object at 0x000001CE24767820>,BAL|MEL
537,<scheduling.Location.Location object at 0x000001CE246858E0>,<scheduling.Location.Location object at 0x000001CE24685280>,2019-07-22 21:30:00,TAMWORTH,NEWCASTLE,215.773265868831,2019-07-22 21:45:00,<scheduling.Trip.Trip object at 0x000001CE247678B0>,TAM|NEW
538,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24685580>,2019-07-22 22:30:00,MELBOURNE,ALICE_SPRINGS,1879.7878796640118,2019-07-23 01:30:00,<scheduling.Trip.Trip object at 0x000001CE24767940>,MEL|ALI
539,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-23 08:00:00,BRISBANE,MELBOURNE,1376.6543043929948,2019-07-23 10:00:00,<scheduling.Trip.Trip object at 0x000001CE247679D0>,BRI|MEL
540,<scheduling.Location.Location object at 0x000001CE24685CA0>,<scheduling.Location.Location object at 0x000001CE24685A00>,2019-07-25 07:30:00,NEWMAN,GRIFFITH,2819.029360891124,2019-07-25 11:45:00,<scheduling.Trip.Trip object at 0x000001CE24767A60>,NEW|GRI
541,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE246857C0>,2019-07-25 10:30:00,ADELAIDE,PALM_ISLAND,1962.25053085149,2019-07-25 13:30:00,<scheduling.Trip.Trip object at 0x000001CE24767AF0>,ADE|PAL
542,<scheduling.Location.Location object at 0x000001CE24685400>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-26 02:30:00,DUBBO,BRISBANE,681.2867371769339,2019-07-26 03:30:00,<scheduling.Trip.Trip object at 0x000001CE24767C40>,DUB|BRI
543,<scheduling.Location.Location object at 0x000001CE246850A0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-26 04:00:00,GOLD_COAST,MELBOURNE,1349.0376384970623,2019-07-26 06:00:00,<scheduling.Trip.Trip object at 0x000001CE24767F10>,GOL|MEL
544,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24685340>,2019-07-26 07:30:00,MELBOURNE,ROCKHAMPTON,1663.8437328486832,2019-07-26 10:00:00,<scheduling.Trip.Trip object at 0x000001CE24767FD0>,MEL|ROC
545,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE24685040>,2019-07-26 19:30:00,MELBOURNE,CANBERRA,437.4806470107659,2019-07-26 20:15:00,<scheduling.Trip.Trip object at 0x000001CE24767DC0>,MEL|CAN
546,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-27 23:30:00,SYDNEY,BRISBANE,699.725356900864,2019-07-28 00:30:00,<scheduling.Trip.Trip object at 0x000001CE247631C0>,SYD|BRI
547,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-28 01:00:00,BRISBANE,SYDNEY,699.725356900864,2019-07-28 02:00:00,<scheduling.Trip.Trip object at 0x000001CE24763160>,BRI|SYD
548,<scheduling.Location.Location object at 0x000001CE246852E0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-28 12:30:00,MACKAY,SYDNEY,1391.9034308650855,2019-07-28 14:45:00,<scheduling.Trip.Trip object at 0x000001CE247630A0>,MAC|SYD
549,<scheduling.Location.Location object at 0x000001CE24685160>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-28 13:30:00,DARWIN,BRISBANE,2845.571332419478,2019-07-28 18:00:00,<scheduling.Trip.Trip object at 0x000001CE24763190>,DAR|BRI
550,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-07-28 16:30:00,BRISBANE,ADELAIDE,1609.6533659656043,2019-07-28 19:00:00,<scheduling.Trip.Trip object at 0x000001CE247630D0>,BRI|ADE
551,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-07-29 01:30:00,MELBOURNE,BRISBANE,1376.6543043929948,2019-07-29 03:30:00,<scheduling.Trip.Trip object at 0x000001CE24763130>,MEL|BRI
552,<scheduling.Location.Location object at 0x000001CE246836A0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-29 13:30:00,LONGREACH,SYDNEY,1318.7494750778149,2019-07-29 15:30:00,<scheduling.Trip.Trip object at 0x000001CE24763220>,LON|SYD
553,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE24685D60>,2019-07-31 03:00:00,ADELAIDE,AYERS_ROCK,1303.1670158489828,2019-07-31 05:00:00,<scheduling.Trip.Trip object at 0x000001CE247632B0>,ADE|AYE
554,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE24685160>,2019-07-31 04:30:00,SYDNEY,DARWIN,3131.757291009249,2019-07-31 09:15:00,<scheduling.Trip.Trip object at 0x000001CE24763280>,SYD|DAR
555,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-07-31 04:30:00,BRISBANE,SYDNEY,699.725356900864,2019-07-31 05:30:00,<scheduling.Trip.Trip object at 0x000001CE24763310>,BRI|SYD
556,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246850A0>,2019-07-31 11:30:00,MELBOURNE,GOLD_COAST,1349.0376384970623,2019-07-31 13:30:00,<scheduling.Trip.Trip object at 0x000001CE247633A0>,MEL|GOL
557,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE246854C0>,2019-07-31 13:30:00,PERTH,PORT_LINCOLN,1883.90600128372,2019-07-31 16:30:00,<scheduling.Trip.Trip object at 0x000001CE247634F0>,PER|POR
558,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE24683640>,2019-07-31 16:00:00,SYDNEY,GOVE,2783.3153981468595,2019-07-31 20:15:00,<scheduling.Trip.Trip object at 0x000001CE24763580>,SYD|GOV
559,<scheduling.Location.Location object at 0x000001CE24685640>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-07-31 18:30:00,HORN_ISLAND,MELBOURNE,3031.579714909645,2019-07-31 23:15:00,<scheduling.Trip.Trip object at 0x000001CE24763610>,HOR|MEL
560,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-08-01 13:30:00,SYDNEY,BRISBANE,699.725356900864,2019-08-01 14:30:00,<scheduling.Trip.Trip object at 0x000001CE247635E0>,SYD|BRI
561,<scheduling.Location.Location object at 0x000001CE24685400>,<scheduling.Location.Location object at 0x000001CE24685040>,2019-08-02 15:00:00,DUBBO,CANBERRA,385.8275455151984,2019-08-02 15:30:00,<scheduling.Trip.Trip object at 0x000001CE24763730>,DUB|CAN
562,<scheduling.Location.Location object at 0x000001CE220101C0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-08-02 15:30:00,BRISBANE,SYDNEY,699.725356900864,2019-08-02 16:30:00,<scheduling.Trip.Trip object at 0x000001CE247637C0>,BRI|SYD
563,<scheduling.Location.Location object at 0x000001CE24685A60>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-08-02 19:30:00,MELBOURNE_ESSENDON,SYDNEY,740.7507788747857,2019-08-02 20:45:00,<scheduling.Trip.Trip object at 0x000001CE24763850>,MEL|SYD
564,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-08-03 06:30:00,MELBOURNE,PERTH,2727.6686418350764,2019-08-03 10:45:00,<scheduling.Trip.Trip object at 0x000001CE24763820>,MEL|PER
565,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-08-04 04:30:00,SYDNEY,PERTH,3310.5695347659,2019-08-04 09:30:00,<scheduling.Trip.Trip object at 0x000001CE247638B0>,SYD|PER
566,<scheduling.Location.Location object at 0x000001CE24685F40>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-08-04 05:00:00,BUNDABERG,SYDNEY,967.289765413135,2019-08-04 06:30:00,<scheduling.Trip.Trip object at 0x000001CE24763A00>,BUN|SYD
567,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE246839A0>,2019-08-04 17:00:00,MELBOURNE,CHARLEVILLE,1273.4034173719701,2019-08-04 19:00:00,<scheduling.Trip.Trip object at 0x000001CE247639D0>,MEL|CHA
568,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE22010280>,2019-08-04 21:30:00,SYDNEY,CAIRNS,1932.4145228237176,2019-08-05 00:30:00,<scheduling.Trip.Trip object at 0x000001CE24763B20>,SYD|CAI
569,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-08-05 12:00:00,SYDNEY,BRISBANE,699.725356900864,2019-08-05 13:00:00,<scheduling.Trip.Trip object at 0x000001CE24763AF0>,SYD|BRI
570,<scheduling.Location.Location object at 0x000001CE24685460>,<scheduling.Location.Location object at 0x000001CE24683640>,2019-08-05 19:30:00,ALBURY,GOVE,2825.965105443968,2019-08-05 23:45:00,<scheduling.Trip.Trip object at 0x000001CE24763B80>,ALB|GOV
571,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE24683880>,2019-08-05 21:30:00,SYDNEY,WOLLONGONG,101.40322287452967,2019-08-05 21:45:00,<scheduling.Trip.Trip object at 0x000001CE24763F10>,SYD|WOL
572,<scheduling.Location.Location object at 0x000001CE22010970>,<scheduling.Location.Location object at 0x000001CE24685940>,2019-08-06 08:00:00,ADELAIDE,MOUNT_ISA,1585.4116225791688,2019-08-06 10:30:00,<scheduling.Trip.Trip object at 0x000001CE24763FD0>,ADE|MOU
573,<scheduling.Location.Location object at 0x000001CE246834C0>,<scheduling.Location.Location object at 0x000001CE22010A90>,2019-08-06 13:00:00,KUNUNURRA,MELBOURNE,2921.5640323130647,2019-08-06 17:30:00,<scheduling.Trip.Trip object at 0x000001CE24763E80>,KUN|MEL
574,<scheduling.Location.Location object at 0x000001CE24685700>,<scheduling.Location.Location object at 0x000001CE246833A0>,2019-08-06 13:00:00,COFFS_HARBOUR,KINGSCOTE,1572.7374807294884,2019-08-06 15:30:00,<scheduling.Trip.Trip object at 0x000001CE2475F1C0>,COF|KIN
575,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE22010970>,2019-08-06 16:30:00,MELBOURNE,ADELAIDE,661.9051156831922,2019-08-06 17:30:00,<scheduling.Trip.Trip object at 0x000001CE2475F160>,MEL|ADE
576,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE246851C0>,2019-08-06 20:00:00,SYDNEY,HOBART,1079.2766700104116,2019-08-06 21:45:00,<scheduling.Trip.Trip object at 0x000001CE2475F0A0>,SYD|HOB
577,<scheduling.Location.Location object at 0x000001CE220108E0>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-08-06 23:30:00,PERTH,SYDNEY,3310.5695347659,2019-08-07 04:30:00,<scheduling.Trip.Trip object at 0x000001CE2475F190>,PER|SYD
578,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE220101C0>,2019-08-07 15:30:00,MELBOURNE,BRISBANE,1376.6543043929948,2019-08-07 17:30:00,<scheduling.Trip.Trip object at 0x000001CE2475F0D0>,MEL|BRI
579,<scheduling.Location.Location object at 0x000001CE24683640>,<scheduling.Location.Location object at 0x000001CE24685220>,2019-08-08 02:30:00,GOVE,LAUNCESTON,3398.4371942141192,2019-08-08 07:45:00,<scheduling.Trip.Trip object at 0x000001CE2475F130>,GOV|LAU
580,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,<scheduling.Location.Location object at 0x000001CE246850A0>,2019-08-08 14:30:00,SYDNEY,GOLD_COAST,654.4404671199052,2019-08-08 15:30:00,<scheduling.Trip.Trip object at 0x000001CE2475F040>,SYD|GOL
581,<scheduling.Location.Location object at 0x000001CE22010280>,<scheduling.Location.Location object at 0x000001CE220108E0>,2019-08-08 21:00:00,CAIRNS,PERTH,3442.801354115386,2019-08-09 02:15:00,<scheduling.Trip.Trip object at 0x000001CE2475F2B0>,CAI|PER
582,<scheduling.Location.Location object at 0x000001CE22010A90>,<scheduling.Location.Location object at 0x000001CE1FE7BE50>,2019-08-08 22:30:00,MELBOURNE,SYDNEY,742.9951738623648,2019-08-08 23:45:00,<scheduling.Trip.Trip object at 0x000001CE2475F280>,MEL|SYD
